Model,Metric,Mean (Same Folder),Mean (Different Folder),Std (Same Folder),Std (Different Folder),Min (Same Folder),Max (Same Folder),Min (Different Folder),Max (Different Folder),Separation (Mean Diff),Dynamic Range (Same Folder),Dynamic Range (Different Folder),SNR,Kurtosis (Same Folder),Kurtosis (Different Folder),Skewness (Same Folder),Skewness (Different Folder),Overlap Percentage,Separation Ratio,Median (Same Folder),Median (Different Folder),Suggested Threshold,False Positive Rate,False Negative Rate
Facenet512,hausdorff,14.59202790291452,27.05008769463164,2.020630314935437,1.15549021666834,10.470301099202944,18.52851683932539,24.845530857931216,29.758814933326352,12.458059791717119,8.058215740122447,4.913284075395136,3.9224140481301073,-0.3582689426590795,-0.3826992929295705,0.07250792680763377,0.29058371426169777,0.0001614009523157722,0.9604178367110452,14.629868304754536,27.04010880509967,20.82105779877308,0.0,0.0
Facenet512,euclidean,14.59202790291452,27.050087694631635,2.0206303149354348,1.155490216668341,10.470301099202949,18.528516839325395,24.8455308579312,29.758814933326356,12.458059791717115,8.058215740122446,4.913284075395154,3.9224140481301077,-0.3582689426590808,-0.3826992929295612,0.07250792680763453,0.29058371426169227,0.00016140095231577232,0.9604178367110436,14.629868304754538,27.040108805099674,20.821057798773076,0.0,0.0
Facenet512,minkowski,5.996196878308931,11.144527251256388,0.8435804649420621,0.4573540219797769,4.252449164090746,7.606244543512114,10.340683126107267,12.224440839148896,5.148330372947457,3.353795379421368,1.8837577130416285,3.9574094043190446,-0.35349600495382294,-0.4829566305440687,0.02897608325284334,0.35111607002576817,6.161911309118768e-05,0.9829648085775143,6.013089022030941,11.144395870468983,8.57036206478266,0.0,0.0
Facenet512,chebyshev,2.032606003805995,3.696932439804077,0.42426390542805725,0.2581926012620329,1.2363759726285934,3.082332134246826,3.1645772457122803,4.268760323524475,1.664326435998082,1.8459561616182327,1.1041830778121948,2.4387289441638633,0.14397452965948965,-0.22683512021587093,0.41472846176584116,0.3809529899562137,3.578161521181702,0.5641518250234885,1.9993379712104797,3.6863121390342712,2.864769221805036,5.0,0.0
Facenet512,mse,0.4238480960724066,1.431723441265777,0.11620301377641155,0.12289436721299202,0.21411563497650504,0.6705194067678999,1.2056648508054917,1.729662238742124,1.0078753451933706,0.45640377179139485,0.5239973879366324,4.215334107896556,-0.25642405636310084,-0.2817806250810988,0.4058590444384279,0.38867217833445883,1.1024999902087384e-05,1.0280234118378286,0.4180379199733231,1.4280614925617756,0.9277857686690918,0.0,0.0
Facenet512,cosine,0.23264202444278878,0.7894131672878733,0.0607001232202942,0.05098640871875504,0.12586179363992156,0.35168353887086456,0.7143847412563835,0.9149494718783916,0.5567711428450844,0.225821745230943,0.20056473062200808,4.985123391143809,-0.5187988383838196,-0.40736297698191004,0.2453409116822954,0.4869658181857549,4.68906358854226e-11,1.3057898746232734,0.2316007394683927,0.7802905358465231,0.511027595865331,0.0,0.0
Facenet512,correlation,0.23239329138050285,0.7890854905784681,0.06062825882162849,0.05114341010012375,0.12601686016155866,0.351679482826748,0.7139522758433613,0.914959713377807,0.5566921991979652,0.22566262266518933,0.20100743753444572,4.980619906352902,-0.515798455761936,-0.4092992292152102,0.24948021394642725,0.48719599549039144,5.059213758567932e-11,1.3047369645235805,0.23148337841300826,0.7793143102762246,0.5107393909794855,0.0,0.0
Facenet512,braycurtis,0.36253884718040513,0.8076960509147397,0.05528126323424545,0.045253605161780786,0.25834563298427665,0.4714207564992775,0.739649852042751,0.9125645938801988,0.4451572037343346,0.21307512351500085,0.17291474183744782,4.427888660288234,-0.576849856623475,-0.5197824400492239,0.10184236093196254,0.32946504504995017,1.0917062871760231e-07,1.1532872847007525,0.3649766225069021,0.8143986100750037,0.5851174490475725,0.0,0.0
Facenet512,jensenshannon,inf,inf,,,inf,inf,inf,inf,,,,,,,,,100.0,,inf,inf,inf,0.0,100.0
OpenFace,canberra,67.39693985291102,82.08178035093597,10.547113896239948,7.8140613224028135,44.26502819028502,87.16843407332844,66.66571111568798,97.42406753000091,14.684840498024954,42.90340588304342,30.758356414312928,0.799776720343854,-0.5234950019938878,-0.36496417179698293,-0.058504990376560304,-0.33563642391132165,48.487289237802166,0.19935499830625122,65.09627804970329,82.91768425678504,74.7393601019235,30.0,16.0
